drug_name,qNet,risk_level,risk_code
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.0002915,high,2
sotalol,0.00029175,high,2
sotalol,0.00029225,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.0002925,high,2
sotalol,0.00029225,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.0002925,high,2
sotalol,0.000292,high,2
sotalol,0.00029225,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.0002925,high,2
sotalol,0.00029175,high,2
sotalol,0.0002925,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.0002925,high,2
sotalol,0.0002925,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.0002925,high,2
sotalol,0.0002925,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.00029225,high,2
sotalol,0.0002925,high,2
sotalol,0.0002925,high,2
sotalol,0.0002925,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.0002925,high,2
sotalol,0.0002925,high,2
sotalol,0.0002925,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.0002915,high,2
sotalol,0.0002925,high,2
sotalol,0.000292,high,2
sotalol,0.00029225,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.0002915,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.00029225,high,2
sotalol,0.000292,high,2
sotalol,0.00029225,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.0002915,high,2
sotalol,0.0002925,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.0002925,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.0002915,high,2
sotalol,0.00029125,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.0002915,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.00029225,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.0002925,high,2
sotalol,0.0002925,high,2
sotalol,0.00029175,high,2
sotalol,0.0002915,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.00029225,high,2
sotalol,0.0002925,high,2
sotalol,0.00029175,high,2
sotalol,0.0002915,high,2
sotalol,0.00029175,high,2
sotalol,0.0002925,high,2
sotalol,0.0002915,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.0002915,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.0002915,high,2
sotalol,0.0002925,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.0002925,high,2
sotalol,0.00029175,high,2
sotalol,0.0002925,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.0002915,high,2
sotalol,0.00029175,high,2
sotalol,0.00029225,high,2
sotalol,0.00029175,high,2
sotalol,0.0002925,high,2
sotalol,0.0002925,high,2
sotalol,0.0002925,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.0002925,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.00029225,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.0002915,high,2
sotalol,0.0002925,high,2
sotalol,0.00029175,high,2
sotalol,0.00029125,high,2
sotalol,0.00029225,high,2
sotalol,0.00029175,high,2
sotalol,0.0002915,high,2
sotalol,0.0002915,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.0002915,high,2
sotalol,0.00029175,high,2
sotalol,0.00029225,high,2
sotalol,0.000292,high,2
sotalol,0.0002925,high,2
sotalol,0.00029175,high,2
sotalol,0.00029125,high,2
sotalol,0.0002915,high,2
sotalol,0.00029175,high,2
sotalol,0.0002925,high,2
sotalol,0.00029175,high,2
sotalol,0.0002925,high,2
sotalol,0.000292,high,2
sotalol,0.0002915,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.0002925,high,2
sotalol,0.000292,high,2
sotalol,0.0002915,high,2
sotalol,0.000292,high,2
sotalol,0.0002915,high,2
sotalol,0.00029125,high,2
sotalol,0.0002925,high,2
sotalol,0.00029225,high,2
sotalol,0.00029175,high,2
sotalol,0.0002925,high,2
sotalol,0.00029175,high,2
sotalol,0.0002915,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.0002915,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.0002925,high,2
sotalol,0.00029175,high,2
sotalol,0.00029225,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.00029225,high,2
sotalol,0.0002925,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.0002925,high,2
sotalol,0.0002915,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.00029225,high,2
sotalol,0.00029125,high,2
sotalol,0.0002915,high,2
sotalol,0.00029225,high,2
sotalol,0.0002915,high,2
sotalol,0.0002915,high,2
sotalol,0.0002925,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.0002925,high,2
sotalol,0.00029175,high,2
sotalol,0.0002915,high,2
sotalol,0.0002915,high,2
sotalol,0.0002915,high,2
sotalol,0.00029125,high,2
sotalol,0.00029125,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.00029125,high,2
sotalol,0.0002925,high,2
sotalol,0.00029175,high,2
sotalol,0.00029225,high,2
sotalol,0.0002925,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.0002915,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.00029225,high,2
sotalol,0.0002925,high,2
sotalol,0.0002925,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.0002925,high,2
sotalol,0.000291,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.0002915,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.00029125,high,2
sotalol,0.00029175,high,2
sotalol,0.0002915,high,2
sotalol,0.0002915,high,2
sotalol,0.00029175,high,2
sotalol,0.0002915,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.0002915,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.00029125,high,2
sotalol,0.000292,high,2
sotalol,0.00029225,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.0002915,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.0002925,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.0002925,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.0002925,high,2
sotalol,0.00029175,high,2
sotalol,0.0002915,high,2
sotalol,0.0002915,high,2
sotalol,0.00029175,high,2
sotalol,0.00029225,high,2
sotalol,0.00029225,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.0002925,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.0002925,high,2
sotalol,0.0002915,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.0002925,high,2
sotalol,0.0002925,high,2
sotalol,0.0002915,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.00029125,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.00029125,high,2
sotalol,0.0002925,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.0002915,high,2
sotalol,0.000292,high,2
sotalol,0.0002915,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.0002925,high,2
sotalol,0.0002915,high,2
sotalol,0.000292,high,2
sotalol,0.0002915,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.00029225,high,2
sotalol,0.000292,high,2
sotalol,0.00029225,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.0002925,high,2
sotalol,0.000292,high,2
sotalol,0.00029225,high,2
sotalol,0.000292,high,2
sotalol,0.00029125,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.00029125,high,2
sotalol,0.000292,high,2
sotalol,0.00029125,high,2
sotalol,0.00029125,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.00029225,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.0002925,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.0002915,high,2
sotalol,0.00029175,high,2
sotalol,0.00029125,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.0002915,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.0002925,high,2
sotalol,0.00029225,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.0002925,high,2
sotalol,0.0002925,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.0002915,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.00029225,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.00029125,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.0002915,high,2
sotalol,0.000292,high,2
sotalol,0.0002915,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.00029125,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.0002915,high,2
sotalol,0.0002925,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.0002915,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.00029225,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.000292,high,2
sotalol,0.00029225,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.0002915,high,2
sotalol,0.00029175,high,2
sotalol,0.00029175,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
sotalol,0.0002915,high,2
sotalol,0.000292,high,2
sotalol,0.00029175,high,2
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.00029425,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.000294,intermediate,1
chlorpromazine,0.0002945,intermediate,1
chlorpromazine,0.00029425,intermediate,1
